EXERCICIO,DESC_ORGAO,CODIGO_RUBRICA,DESC_RUBRICA,RECEITA_PREVISTA,RECEITA_ARRECADADA,RECEITA_ARRECADADA_JAN,RECEITA_ARRECADADA_FEV,RECEITA_ARRECADADA_MAR,RECEITA_ARRECADADA_ABR,RECEITA_ARRECADADA_MAI,RECEITA_ARRECADADA_JUN,RECEITA_ARRECADADA_JUL,RECEITA_ARRECADADA_AGO,RECEITA_ARRECADADA_SET,RECEITA_ARRECADADA_OUT,RECEITA_ARRECADADA_NOV,RECEITA_ARRECADADA_DEZ
2016,Geo Rio,1325029958,RENDIMENTOS DE APLICACOES FINANCEIRAS - GEO RIO,38400,51196 480000000003,3776 02,3680 4400000000001,4125 9899999999998,3970 1599999999999,4238 5200000000004,4503 4099999999999,4348 4799999999996,4815 4399999999996,4447 04,4258 1599999999999,4280 7399999999998,4752 0799999999999
2016,Parques e Jardins,1600990202,OUTROS SERVICOS - FPJ,998,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Comlurb,1600990305,OUTROS SERVICOS - COMLURB,1383688,3329471 3200000008,413 72000000000003,574245 95999999996,393126 28000000003,451225 34999999998,304004 90000000002,128054 58,225572 59,234204 60999999999,218864 73999999999,355516 39000000001,193467 37,250774 82999999999
2016,Prefeitura,2471995128,CONV. 776444/2012/MIN ESPORTES/COB - COMPLEXO ESPORTIVO DE DEODORO - RIO 2016 - SMO,0,13595833 940000001,0,0,2000000,3000000,0,2000000,0,0,0,0,0,6595833 9400000004
2016,Prefeitura,7763990109,CONV.26/2011/PREVIRIO - CRECHE INSTITUCIONAL DR. PAULO NIEMEYER - SMA,2300000,2503346 4399999999,0,0,0,0,1237369 74,0,0,0,0,824913 16000000003,441063 53999999998,0
2016,Iplanrio,1325029965,RENDIMENTOS DE APLICACOES FINANCEIRAS - IPLANRIO,135000,60159 900000000009,25321 91,21265 110000000001,850 13,1464 1099999999999,-662 95000000000005,908 47000000000003,1124 02,4258 8299999999999,891 42999999999995,738 97000000000003,3995 71,4 1600000000000001
2016,Previ-Rio,2300800101,AMORTIZACOES DE FINANCIAMENTOS-PREVIRIO,84000000,78813344 029999986,3880509 6000000001,5681860 7699999996,7104676 6699999999,9473308 3599999994,6986281 6299999999,8002275 2800000003,6021081 6299999999,6545882 1900000004,5498539 0199999996,5868681 5099999998,6358313 8899999997,7391933 4800000004
2016,Planetário,1325015422,CONV. 818802/2015 - ATUALIZACAO TECNOLOGICA DO PROJETOR UNIVERSARIUM - MCTI/PLANETARIO,0,12810 310000000001,0,0,2 9300000000000002,58 200000000000003,61 579999999999998,65 379999999999995,772 40999999999997,1099 6400000000001,1010 7,962 22000000000003,7746 5,1030 75
2016,Planetário,1600190203,VENDA DE INGRESSOS - PLANETARIO,835008,662349 74000000011,78549 300000000003,53209 639999999999,51376 540000000001,66257 550000000003,71856 880000000005,70853 089999999997,65612 449999999997,42050,54764 620000000003,56282 769999999997,56860 099999999999,-5323 1999999999998
2016,Rio Zoo,1311010201,ALUGUEIS RECEBIDOS - RIOZOO,88986,38491 099999999999,3849 1100000000001,3849 1100000000001,3849 1100000000001,0,7698 2200000000003,3849 1100000000001,3849 1100000000001,3849 1100000000001,3849 1100000000001,3849 1100000000001,0,0
2016,Rio Zoo,7600190202,SERVICOS RECREATIVOS E CULTURAIS - RIOZOO,63600,24930,24930,0,0,0,0,0,0,0,0,0,0,0
2016,Comlurb,1325029963,RENDIMENTOS DE APLICACOES FINANCEIRAS - COMLURB,1200000,3329982 77,332255 06,174311 23000000001,318042 73999999999,227662 98000000001,206198 88,274833 57000000001,277319 64000000001,386462 81,332486 89000000001,318356 59000000003,220475 64999999999,261576 73000000001
2016,FUNPREVI,7990990209,REPASSES DO TESOURO - ROYALTIES - FUNPREVI,277134142,207994168 46000001,50000000,50000000,40000000,50000000,17994168 460000001,0,0,0,0,0,0,0
2016,FASS,1210990102,CONTRIBUICAO DOS SERVIDORES INATIVOS,26644430,29223857 039999999,2119111 3900000001,2673494 8300000001,2128531 6099999999,2127566 3199999998,2137966 7599999998,2142490 5099999998,2138895 5299999998,2090263 52,2138835 0600000001,2319994 0699999998,2432607 8199999998,4774099 6200000001
2016,FASS,7210990203,CONTRIBUICAO PATRONAL- 3% - TCMRJ,100000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FASS,7210990206,CONTRIBUICAO PATRONAL-CELETISTA,0,9674 8100000000013,0,776 34000000000003,36,0,0,3562 3200000000002,823 19000000000005,879 99000000000001,935 96000000000004,949 00999999999999,874 88999999999999,837 11000000000001
2016,Inst. Pereira Passos,1990990211,OUTRAS RECEITAS - IPP,78690,34189 019999999997,2434 1599999999999,1954 6199999999999,2429 1300000000001,960 47000000000003,1540 6900000000001,2948 7399999999998,1769 5899999999999,5843 6999999999998,1821 1400000000001,3200 3400000000001,4825,4461 4399999999996
2016,FUNPREVI,1922100101,COMPENSACAO PREVIDENCIARIA,150000000,197334750 75999999,10627065 68,9629561 25,13451071 310000001,14044689 33,19028343 609999999,9190138 7599999998,19722617 600000001,23172050 329999998,21469625 82,24404075 829999998,12283399 65,20312111 59
2016,FUNDAÇÃO CIDADE DAS ARTES,1311010205,ALUGUEIS RECEBIDOS - CIDADES DAS ARTES,1989884,662681 75,83330,20000,97071 429999999993,16995,495,145135,60905 32,660,1650,38160,92735,105545
2016,RIO SAÚDE,7763010102,CONV. 020/2015 - RIOSAUDE/SMS - UPA SENADOR CAMARA,18214152,13626667 260000002,0,0,1524871 0600000001,2891135 2599999998,1664532 6200000001,1723689 3600000001,812671 19999999995,-203701 29000000001,1752407 8100000001,1018867 8199999999,1307326 5,1134866 9199999999
2016,RIO SAÚDE,7763010103,CONV. 026/2015 - RIOSAUDE/SMS - UPA ROCHA MIRANDA,18214152,14453507 639999999,0,0,1705492 8700000001,4336702 8899999997,62743 059999999998,2503724 4199999999,1036746 36,-208482 48000000001,1224423 21,1115790 6499999999,1671318 8400000001,1005047 8199999999
2016,Prefeitura,1990990526,DESCONTOS OBTIDOS - FUMDC,14003,4276 4600000000009,912 97000000000003,0,0,0,1919 9100000000001,1227 0899999999999,0,0,451 23000000000002,0,691 83000000000004,-926 56999999999994
2016,Prefeitura,2114990215,BRT-CORREDOR TRANSBRASIL-SMO,269797401,356270890 84000003,66576986 630000003,0,0,65773513 18,39616051 359999999,40167560 810000002,34550240 719999999,0,80903054 709999993,0,0,28683483 43
2016,Prefeitura,2114999905,CEF/PCRJ-CONT.SUBEMP. 0353254-22/11-PROG.NAC.APOIO GESTAO ADM.FISCAL MUN.BRASILEIROS-PNAFM,433806,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2225010101,PROJETO RESIDENCIAL PORTUS - FMH,0,153 47999999999999,0,0,0,0,153 47999999999999,0,0,0,0,0,0,0
2016,Prefeitura,2471995126,CONV. PAC OLIMPICO 0416.060-38-PARQUE OLIMPICO DA BARRA - ESTADIO AQUATICO,29345696,69403870 609999999,0,0,7500000,27660757 219999999,15000000,0,0,0,0,0,0,19243113 390000001
2016,Planetário,1325015418,CONV.CR 771.963/2012 - AMPLIACAO E REFORMA DA PRACA PUBLICA DA FUNDACAO PLANETARIO - MIN.,0,615 15999999999997,0,0,0,0,0,0,0,0,0,0,0,615 15999999999997
2016,Planetário,1990990206,OUTRAS RECEITAS - PLANETARIO,289362,254733 84999999998,19005 299999999999,21637 720000000001,22721 84,4551 5200000000004,19096 75,4623 6599999999999,13254 280000000001,39326 089999999997,16709 07,38363 830000000002,12710 24,42733 550000000003
2016,Planetário,2471990211,CONV. MIN. CIENCIA TECNOLOGIA/PLANETARIO - MODERNIZACAO DO ESPACO MUSEU DO UNIVERSO,0,0,0,0,0,0,0,0,400000,0,0,-400000,0,0
2016,Guarda Municipal,1990990212,OUTRAS RECEITAS - GUARDA MUNICIPAL,2013112,265154 22000000003,200 05000000000001,1363 5,1458 77,1513 5999999999999,3962 4099999999999,551 29999999999995,895 5,551 39999999999998,348 89999999999998,251651 69,934 70000000000005,1722 4000000000001
2016,Planetário,1325015421,CONV.772399/2012 REFORMULACAO DO MUSEU DO UNIVERSO - PLANETARIO DA CIDADE,0,60189 399999999994,4091 8299999999999,3932 9299999999998,4602 8199999999997,4194 3599999999997,4317 4499999999998,4149 5900000000001,5753 1099999999997,7811 1800000000003,7179 3400000000001,6834 9799999999996,0,7321 8100000000004
2016,Planetário,1600190204,VENDA DE INGRESSOS CONTRATO - PLANETARIO,32694,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Rio Zoo,1600190201,VENDA DE INGRESSOS - RIOZOO,6328980,1276700,172920,0,96040,178270,145870,114030,211485,204960,144970,8155,0,0
2016,Riotur,1311010302,ALUGUEIS RECEBIDOS - RIOTUR,397294,994205 25,151025,379825,118350,0,0,0,0,0,0,0,118350,226655 25
2016,Riotur,1600190301,VENDA DE INGRESSOS - RIOTUR,1752811,944707 89999999991,53398 199999999997,697520 5,0,0,-370350,0,0,0,0,0,377275 20000000001,186864
2016,Guarda Municipal,7600990209,OUTROS SERVICOS - RONDA ESCOLAR - GUARDA MUNICIPAL,5382444,5382444,0,0,0,1345611,448537,448537,448537,448537,0,1794148,0,448537
2016,Comlurb,1600130202,RECEITA DE EDITAIS DE LICITACAO - COMLURB,0,33839 25,1356,1356,2904,4308,2916,2304,4908,804,2304,3887 25,5028,1764
2016,Comlurb,1921990301,INDENIZACOES - COMLURB,0,27170 740000000002,0,0,0,0,0,0,0,0,0,0,0,27170 740000000002
2016,Comlurb,7600430307,SERVICOS DE CAPINA E ROCADA - COMLURB/SERV. UNID EDUCACIONAIS,0,2971345 3700000001,0,0,0,25989 259999999998,396529 92999999999,209206 20000000001,468173 32000000001,95827 220000000001,109775 16,61826 010000000002,704425 05000000005,899593 21999999997
2016,Imprensa da Cidade,1921990304,INDENIZACOES - EMAG,0,475631 89000000001,0,0,0,265959 04999999999,5991 3400000000001,0,0,0,0,203681 5,0,0
2016,Riofilme,1325015420,CONCESSAO DE APOIO FINANCEIRO DO PREMIO ADICIONAL DE RENDA 2013-CINE CARIOCA NOVA BRASILIA,0,2794 1100000000001,214 59,206 25999999999999,241 38999999999999,219 97,232 74000000000001,244 94,236 03,260 91000000000003,239 80000000000001,228 31,226 81999999999999,242 34999999999999
2016,Riofilme,1600190305,COMISSAO DE DISTRIBUICAO DE FILMES - RIOFILME,1035597,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FUNPREVI,1210290708,CONTRIBUICAO DE SERVIDOR ATIVO CIVIL - PODER LEGISLATIVO (CMRJ),16762813,23542077 900000002,1725310 6100000001,1738666 05,1727424 78,1960432 28,1734781 8300000001,1776817 53,1774662 01,1785540 8700000001,1787731 4199999999,1895146 3600000001,1889882 5,3745681 6600000001
2016,FUNPREVI,1210290709,CONTRIBUICAO DE SERVIDOR ATIVO CIVIL - PODER LEGISLATIVO (TCMRJ),14411687,12807012 5,989411 31999999995,989002 68999999994,984000 67000000004,979651 78000000003,0,1945280 5,975123 91000000003,975253 67000000004,988673 10999999999,982450 79000000004,1986556 2,1011607 86
2016,FUNPREVI,7990990210,REPASSES DO TESOURO - FUNPREVI,0,1 4901161193847656E-8,0,0,0,0,0,0,0,0,142851121 02000001,407712 12,-51396333 140000001,-91862500
2016,FUNPREVI,7990990211,REPASSES DO TESOURO - ROYALTIES/COMPLEMENTACAO - FUNPREVI,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000
2016,FUNDAÇÃO CIDADE DAS ARTES,1990990611,DESCONTOS OBTIDOS - CIDADE DAS ARTES,0,1527 3800000000001,472,0,252 44,219 19999999999999,0,583 74000000000001,0,0,0,0,0,0
2016,RIO SAÚDE,1325029978,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOSAUDE,6000,1494063 3299999998,0,0,1682 53,0,2221 25,964 28999999999996,666 50999999999999,1228458 1899999999,115012 38,67252 960000000006,12052 309999999999,65752 910000000003
2016,Multirio,7922990309,OUTRAS RESTITUICOES/RESSARCIMENTO DE DESPESAS CONDOMINIAIS - MULTIRIO,700000,1034727 74,71696 529999999999,0,124752 12,242620 41,0,158729 26999999999,65578 300000000003,0,110740 12,0,121194 89,139416 10000000001
2016,Rioluz,1921990302,INDENIZACOES - RIOLUZ,0,7430,0,0,0,0,0,0,0,0,0,0,230,7200
2016,Inst. Pereira Passos,1325029960,RENDIMENTOS DE APLICACOES FINANCEIRAS - IPP,13212,11340 390000000001,441 00999999999999,383 01999999999998,263 17000000000002,3569 6799999999998,1585 5899999999999,252 91,281 14999999999998,334 85000000000002,2207 98,1147 9400000000001,374 23000000000002,498 86000000000001
2016,FUNPREVI,1390010201,JUROS DE EMPRESTIMOS - FINANCIAMENTO IMOBILIARIO,42332500,40570275 049999997,3236006 9700000002,6503178 2800000003,2607558 5699999998,3252541 8500000001,3215913 6400000001,3188115 96,3161406 77,3126418 9399999999,3087498 4199999999,3081000 1200000001,3068205 8700000001,3042429 6600000001
2016,FUNPREVI,2225010202,ALIENACAO DE IMOVEIS URBANOS - FUNPREVI,274031000,180001500,0,0,0,0,0,0,0,0,0,0,0,180001500
2016,FUNPREVI,7311010203,ALUGUEIS RECEBIDOS - FUNPREVI,19518810,157592213 61000001,0,0,0,0,0,11135632 550000001,4657277 79,139154710 52000001,24840 709999999999,-407712 12,3027464 1600000001,0
2016,FASS,1210990101,CONTRIBUICAO DOS SERVIDORES ATIVOS,49482500,57616451 300000012,4276618 0599999996,4174372 7200000002,4265234 6200000001,4273195 8899999997,3785274 4300000002,4258516 6699999999,4486680 04,4395127 1299999999,4436897 71,4897141 4100000001,9374957 6999999993,4992434 9199999999
2016,Imprensa da Cidade,1990990712,DESCONTOS OBTIDOS - EMAG,0,7744,0,0,0,0,0,0,0,0,0,0,7744,0
2016,Riofilme,1325029971,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOFILME,1227446,314922 87,31607 130000000001,22803 98,27840 860000000001,26551 810000000001,30665 509999999998,31756 919999999998,27184 849999999999,42453 459999999999,33741 980000000003,18500 84,13389 370000000001,8426 1599999999999
2016,Riofilme,1600190314,RECUPERACAO DE CUSTOS DE DISTRIBUICAO DE PRODUCOESAUDIOVISUAIS(P&A),386219,176295 25,19363 830000000002,0,0,61622 660000000003,0,1077 77,63374 559999999998,0,9949 0499999999993,18944 380000000001,1963,0
2016,Rio-Urbe,1311010304,ALUGUEIS RECEBIDOS - RIOURBE C/ CONTRATO,671155,839035 12999999977,69562 5,69562 5,69562 5,69562 5,69562 5,69562 5,69562 5,70416 429999999993,70416 429999999993,70421 589999999997,70421 589999999997,70421 589999999997
2016,Rio-Urbe,1919270304,MULTAS POR INFRACOES CONTRATUAIS - RIOURBE,0,4586 7299999999996,0,0,4586 7299999999996,0,0,0,0,0,0,0,0,0
2016,Inst. Pereira Passos,7763990115,CONVENIO 002/2016/IPP/IRPH/PGM/SECPAR- PROGRAMA CENTRO PARA TODOS,0,20064 239999999998,0,0,0,0,0,0,0,10077 719999999999,100 34999999999999,-100 34999999999999,0,9986 5200000000004
2016,FUNPREVI,1210990302,CONTRIBUICAO PARA O RPPS - PESSOAL CEDIDO/AFASTADO,43200,34313 759999999995,3069 1199999999999,3069 1199999999999,3069 1199999999999,3085 6199999999999,3069 1199999999999,3069 1199999999999,3069 1199999999999,3069 1199999999999,1948 8599999999999,1948 8599999999999,1948 8599999999999,3897 7199999999998
2016,FUNDAÇÃO CIDADE DAS ARTES,1600990706,SERVICOS DE ESTACIONAMENTO TERCEIROS FUNDACAO CIDADE DAS ARTES,192000,101570 91,16443 299999999999,0,6838 1099999999997,3474,5724,5298,4611,5604,27786,0,15364 5,10428
2016,Comlurb,7600430308,SERVICOS DE MANEJO DE ARVORES - COMLURB/SERV. UNID. EDUCACIONAIS,0,2260225 1799999997,0,0,99551 899999999994,127652 81,180718 57999999999,137438 45999999999,195269 17999999999,78276 699999999997,173484 84,34963 5,119877 98,1112991 23
2016,Imprensa da Cidade,1325029973,RENDIMENTOS DE APLICACOES FINANCEIRAS - EMAG,266442,571856 68000000005,0,0,46614 550000000003,46454 260000000002,145457 45999999999,55960 739999999998,55223 220000000001,57585 879999999997,49805 010000000002,46762 830000000002,46278 730000000003,21714
2016,Rio-Urbe,1990990308,OUTRAS RECEITAS - RIOURBE,65000,1739 4100000000001,60 600000000000001,50 100000000000001,54 479999999999997,450,0,841 52999999999997,32 100000000000001,0,0,0,59 200000000000003,191 40000000000001
2016,Rio Águas,1325029980,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOAGUAS,0,8217 5599999999795,695 13,86115 899999999994,690 05999999999995,634 28999999999996,673 48000000000002,712 62,687 22000000000003,-84766 050000000003,700 82000000000005,670 80999999999995,670 15999999999997,733 12
2016,Rio Águas,1600990801,REGULACAO E FISCALIZACAO DO SERVICO DE ESGOTAMENTO SANITARIO DA AP-5 - RIOAGUAS,4664700,3991439 4000000004,287874 53000000003,398331 87,314407 53999999998,368235 14000000001,364134 02000000002,367103 01000000001,337698 25,352579 27000000002,332273 38,300900 13,310785 84999999998,257116 41
2016,FUNPREVI,1210290907,CONTRIBUICAO DE SERVIDOR INATIVO CIVIL - PODER EXECUTIVO,18200,49869 220000000008,2641 3800000000001,5537 54,7564 0299999999997,5278 8100000000004,4042 8600000000001,4098 3100000000004,4018 1399999999999,3071 8000000000002,2573 2399999999998,3464 8200000000002,3660 5599999999999,3917 73
2016,FUNPREVI,1210290908,CONTRIBUICAO DE SERVIDOR INATIVO CIVIL - PODER LEGISLATIVO (CMRJ),4500,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FUNPREVI,1322010201,DIVIDENDOS - FUNPREVI,43500,214896 55000000002,0,0,0,0,75830 839999999997,47179 949999999997,25429 299999999999,7354 8100000000004,0,0,3733 6700000000001,55367 980000000003
2016,FUNPREVI,1990990208,OUTRAS RECEITAS - FUNPREVI,977500,9921180 9199999813,1921 9400000000001,3219 9699999999998,3317 0500000000002,3047 29,1763 52,26027 450000000001,391644 15999999997,142855043 66,-142845628 99000001,83082 949999999997,29904 41,9367837 5099999998
2016,Comlurb,1600430305,SERVICOS ESPECIAIS LIMPEZA E REMOCAO-COMLURB/CONCESSIONARIA PORTO NOVO,24936000,15609535 82,3676535 0299999998,1899888 01,109995 48,109779 46000000001,1896041 8300000001,1893532 4299999999,1892538 27,3691115 1400000001,110021 35000000001,110033 92,110082 75,109972 14999999999
2016,Comlurb,1919990114,MULTAS POR INFRACOES - COMLURB,5252492,7479865 3500000006,629606 41000000003,576637 28000000003,732959 01000000001,667375 15000000002,615241 66000000003,594521 68000000005,642286 02000000002,645680 80000000005,439023 54999999999,545472 69999999995,664917 13,726143 95999999996
2016,Comlurb,1990990305,OUTRAS RECEITAS - COMLURB,3389100,693959 09000000008,121279 67999999999,131473 72,179477 85000000001,72950 080000000002,33545 080000000002,-165549 81,40005 82,31874 240000000002,53951 260000000002,6760 8299999999999,20524 040000000001,167666 29999999999
2016,Riofilme,1600190307,PARTICIPACAO NOS DIREITOS AUTORAIS/PATRIMONIAIS - RIOFILME,799575,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EOM,1325029975,RENDIMENTOS DE APLICACOES FINANCEIRAS - EMPRESA OLIMPICA,0,3505 1099999999997,174 36000000000001,138 53,160 81999999999999,175 63999999999999,136 63,182 02000000000001,384 14999999999998,549 10000000000002,114 34,308 80000000000001,947 29999999999995,233 41999999999999
2016,FUNPREVI,7210290107,CONTRIBUICAO PATRONAL-ATIVO CIVIL- PODER EXECUTIVO,991179000,985889374 13999999,71411851 239999995,71678587 620000005,72333419 239999995,71922243 319999993,72759999 159999996,73878929 040000007,73870662 599999994,73438537 299999997,80405718 579999998,81493640 719999999,81366197 780000001,161329587 53999999
2016,FUNPREVI,8225010201,ALIENACAO DE IMOVEIS URBANOS - FUNPREVI,0,121543165,0,0,0,0,0,0,0,0,0,0,29680665,91862500
2016,FASS,7210990205,CONTRIBUICAO PATRONAL- COMPLEMENTACAO,3254000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,RIO SAÚDE,7763010104,CONV. 073/2015 - RIOSAUDE/SMS - UPA CIDADE DE DEUS,0,16214285 32,0,0,1478173 24,4005850 1099999999,2061905 98,1487039 8999999999,2240195 7000000002,-172095 42999999999,680306 05000000005,1445567 6299999999,2987342 1400000001,0
2016,Multirio,1325029969,RENDIMENTOS DE APLICACOES FINANCEIRAS - MULTIRIO,216856,179929 14999999999,24586 040000000001,21529 93,27316 889999999999,27612 900000000001,841 36000000000001,23380 880000000001,14104 040000000001,12263 049999999999,10925 049999999999,7657 1800000000003,9683 9200000000001,27 91
2016,Rio-Urbe,7311010304,ALUGUEIS RECEBIDOS - RIOURBE,2706413,2691556 9099999997,204863 89999999999,57142 849999999999,156117 14000000001,63262 849999999999,158157 14999999999,411547 31,390346 78999999998,226804 82000000001,342899 64000000001,226804 82000000001,226804 82000000001,226804 82000000001
2016,Rio Águas,1325029979,RENDIMENTOS DE APLICACOES FINANCEIRAS DA REGULACAO/FISCALIZACAO DA AP-5 - RIOAGUAS,0,1213000 9399999999,89630 199999999997,0,102714 84,95877 210000000006,104371 23,113315 82000000001,111353 53,211189 82999999999,118457 56,101659 61,78525 389999999999,85905 720000000001
2016,FUNPREVI,2590010201,OUTRAS RECEITAS-FUNPREVI,215604348,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FASS,7210990201,CONTRIBUICAO PATRONAL-FUNDO DE ASSITENCIA A SAUDE DO SERVIDOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FUNDAÇÃO CIDADE DAS ARTES,1331020101,PERMISSAO PARA EXPLORACAO DOS ESPACOS PUBLICITARIOS A TERCEIROS - FUNDACAO CIDADE DAS ARTE,7063887,502935 41999999998,25813 02,20638 779999999999,15500 379999999999,17580 599999999999,63418 260000000002,65017 440000000002,44383 330000000002,22160 540000000001,34989 639999999999,108581 56,37808 889999999999,47042 980000000003
2016,Comlurb,1922990302,OUTRAS RESTITUICOES - COMLURB,0,727694 81999999995,30038 400000000001,0,29898 630000000001,317914 65999999997,52576 290000000001,19378 5,63272 139999999999,64644 169999999998,0,88921 139999999999,47179 839999999997,13871 049999999999
2016,Riofilme,1325015414,CONV.92/2010 PETROBRAS/RIOFILME- DISTRIBUICAOFILME ONDE A CORUJA DORME,0,0 97999999999999987,7 0000000000000007E-2,8 0000000000000002E-2,8 0000000000000002E-2,8 0000000000000002E-2,8 0000000000000002E-2,8 9999999999999997E-2,8 0000000000000002E-2,8 9999999999999997E-2,8 9999999999999997E-2,8 0000000000000002E-2,8 0000000000000002E-2,8 0000000000000002E-2
2016,Riofilme,1600190306,RECUPERACAO DE CUSTO DE DISTRIBUICAO DE FILMES - RIOFILME,167866,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Rio-Urbe,1990990704,DESCONTOS OBTIDOS - RIOURBE,960000,1094949 1199999999,77310 940000000002,7 04,64691 779999999999,48152 660000000003,125946 14999999999,263448 87,260473 09,151427 04000000001,71815 869999999995,11324 67,15273 969999999999,5077 04
2016,Rioluz,1325029967,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOLUZ,549732,387423 23000000004,33922 139999999999,25323 310000000001,28460 73,26936 509999999998,39587 870000000003,41916 68,33269 650000000001,28307 799999999999,64896 169999999998,16808 709999999999,22133 209999999999,25860 450000000001
2016,Rioluz,1919270301,MULTAS POR INFRACOES CONTRATUAIS - RIOLUZ,852,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FUNPREVI,1210290707,CONTRIBUICAO DE SERVIDOR ATIVO CIVIL - PODER EXECUTIVO,487555500,524486216 38,36182271 850000001,35638558 630000003,35718835 710000001,36041837 530000001,36808312 210000001,35318691 780000001,36840299 789999999,36752992 130000003,36829587 299999997,40109837 119999997,77581022,80663970 329999998
2016,FUNPREVI,7210290109,CONTRIBUICAO PATRONAL-ATIVO CIVIL-PODER LEGISLATIVO (TCMRJ),27195000,25709605 68,1999439 2,1977511 1799999999,1957982 22,1953926 72,1960146 52,1980514 3600000001,1954909 98,1955668 46,1976039 96,1964901 5800000001,2009948 3400000001,4018617 1600000001
